Gene names,Intensity,Intensity S1,Intensity S10,Intensity S11,Intensity S12,Intensity S13,Intensity S14,Intensity S15,Intensity S16,Intensity S17,Intensity S18,Intensity S19,Intensity S2,Intensity S20,Intensity S21,Intensity S22,Intensity S23,Intensity S24,Intensity S25,Intensity S26,Intensity S27,Intensity S28,Intensity S29,Intensity S3,Intensity S30,Intensity S31,Intensity S32,Intensity S33,Intensity S34,Intensity S35,Intensity S36,Intensity S37,Intensity S38,Intensity S4,Intensity S5,Intensity S6,Intensity S7,Intensity S8,Intensity S9
POTEKP,2073500000,0,65771000,48200000,45399000,0,0,54699000,43709000,92696000,0,76230000,0,0,0,0,0,0,43404000,64313000,0,0,0,0,38406000,0,0,400340000,0,161420000,190310000,189410000,180100000,0,29851000,127560000,0,76200000,145440000
DOCK9,4117100000,57247000,140630000,312890000,539540000,55068000,60741000,85494000,87033000,56054000,29792000,86228000,29681000,57653000,75439000,37041000,168820000,0,67384000,128140000,142350000,205870000,92842000,14134000,99423000,208640000,194600000,171470000,133860000,126680000,123420000,119370000,40640000,16123000,26596000,33659000,56616000,87307000,148580000
WHSC1L1,3294800000,51511000,26032000,22822000,78564000,87484000,71320000,16209000,31451000,86808000,35818000,20371000,92285000,44073000,106830000,96824000,142320000,0,78235000,72209000,140730000,540950000,216840000,30171000,107550000,234120000,156650000,125630000,79947000,25590000,36598000,109750000,37969000,24717000,89631000,0,32814000,69139000,74888000
NUF2,2330500000,0,0,0,26778000,15088000,32245000,16005000,25973000,0,0,32377000,0,0,62595000,35125000,214040000,0,37872000,158700000,194790000,285820000,186500000,0,40491000,43276000,130590000,40164000,145480000,143580000,194960000,45609000,191440000,0,15081000,0,0,0,15919000
MRPL37,71085000000,2387100000,2233200000,2071600000,2194300000,2446800000,1913800000,1862900000,1918300000,2502300000,2182700000,2097900000,2297800000,69348000,2305300000,2115600000,1711300000,0,1047000000,1562000000,1277500000,2140000000,2066500000,2092600000,2208800000,1737200000,1414600000,1249800000,1961800000,1636000000,1655700000,1418000000,1612800000,2221900000,1814400000,2051700000,2058100000,3296500000,2251900000
GTPBP4,70801000000,1698500000,1778000000,1704500000,1764300000,1705300000,1573800000,1354900000,1986900000,1933100000,1548400000,2817700000,1974400000,487050000,2669400000,2349300000,2434500000,0,966510000,1749100000,1362800000,2473700000,2532800000,1672600000,2209600000,2639000000,1467700000,1963400000,2683600000,1548200000,2056000000,2477200000,2269900000,2018800000,2323600000,1264500000,1554200000,1849900000,1937700000
ASPSCR1,22859000000,630740000,527910000,538720000,605520000,795020000,734590000,685250000,580160000,547730000,476180000,668450000,727940000,225820000,644650000,521920000,699510000,0,359240000,524340000,1254400000,992350000,587980000,835300000,620660000,791510000,626120000,416840000,685160000,365190000,568660000,496550000,385490000,797500000,390880000,449030000,547670000,975040000,579230000
OSBPL8,33611000000,1163500000,997360000,842140000,674940000,866230000,976620000,990490000,877830000,1036400000,902480000,1109600000,1187000000,0,1103100000,901060000,1088200000,689730,720830000,887730000,987070000,1394200000,1091700000,832910000,1049200000,1250600000,861500000,557720000,788460000,713000000,869710000,884950000,584680000,830940000,938980000,886030000,683350000,1041700000,1038400000
OSBPL6,870600000,18907000,34814000,20258000,18904000,22983000,25949000,18479000,0,0,16634000,21544000,21403000,0,25154000,32716000,31691000,0,9610200,12422000,21931000,33391000,18304000,15634000,21229000,42730000,51203000,28399000,34687000,28441000,36094000,39825000,39705000,19014000,13935000,26362000,18195000,24732000,25325000
UACA,63296000000,1969900000,1200800000,1201700000,1721300000,2137200000,2620100000,1632700000,1613300000,1770400000,1638600000,1376300000,2209400000,402640000,2172200000,2021400000,2413200000,268730,1290000000,2247200000,2532800000,1734700000,1978800000,1151700000,2282000000,2214900000,1901600000,1289500000,2125200000,933270000,1193900000,1347400000,1432500000,1405500000,1421100000,2297300000,1261100000,1151200000,2002900000
WDR11,84375000000,2239100000,1931300000,2505400000,2521300000,1475700000,1505800000,2792500000,2928300000,1956300000,1889900000,3949100000,1345900000,1288900000,3178200000,1996900000,2721500000,524770,1315700000,2141000000,1762100000,1666300000,2324000000,2317400000,2153800000,2559100000,2096900000,1861100000,2635900000,2118100000,2286500000,2944800000,2532200000,2748600000,1736300000,1731200000,2708500000,4842600000,1666800000
UPF3B,4916400000,87822000,184780000,105200000,74416000,200950000,217610000,77736000,83715000,194610000,155830000,70722000,94148000,36905000,153510000,100000000,283200000,0,132620000,71144000,416210000,385290000,116030000,125170000,115900000,177860000,134320000,111090000,213220000,61624000,55793000,52722000,112910000,93521000,57848000,77393000,66441000,135160000,82979000
TBL1XR1,52873000000,1224100000,1305800000,904410000,1277800000,1250200000,1527100000,938680000,1009400000,1315500000,1154100000,916850000,1134800000,106120000,1794400000,1494900000,2341500000,0,969970000,1326000000,2712200000,1923300000,1917900000,995160000,1549500000,2070800000,2172000000,1760300000,2204600000,1378000000,1900500000,1368100000,1441100000,1172100000,1216100000,1896300000,828310000,978080000,1397300000
UBL5,29044000000,1076300000,859810000,852870000,788140000,751290000,1017600000,815840000,794940000,964630000,947120000,856580000,1044200000,514360000,938020000,632450000,629640000,1874900,505020000,540950000,900740000,593320000,699690000,943720000,616790000,672660000,634600000,498950000,774600000,472580000,638250000,646490000,701070000,857500000,830240000,1401900000,873310000,905880000,850390000
PPP1R12C,8862700000,476570000,393510000,214710000,242040000,319340000,389090000,255850000,222530000,205940000,274820000,235560000,330620000,239480000,221400000,263710000,170750000,0,83803000,219890000,188290000,126720000,295050000,228480000,274310000,234710000,137200000,142460000,151530000,33867000,36048000,68048000,21513000,180490000,338500000,575860000,320820000,434250000,314940000
FAM129A,58397000000,1560800000,1349700000,3206400000,2222900000,1271500000,1137600000,2390500000,2068700000,1374700000,1204400000,3411300000,1361800000,33472000,891450000,890940000,1025700000,1579500,1412100000,2662700000,918350000,725770000,1521400000,3090800000,1596200000,847000000,1150800000,809940000,1018900000,750220000,1006400000,537050000,664530000,3831900000,1899700000,2253300000,2071400000,3172200000,1053300000
UCK2,14573000000,483200000,437710000,472910000,410910000,379960000,397310000,388140000,433060000,514850000,461150000,474010000,495180000,0,368520000,128840000,238390000,213150,187080000,408500000,348970000,465840000,403350000,441370000,454400000,255450000,258020000,250330000,332050000,213930000,133990000,534200000,272720000,476670000,477990000,744280000,716050000,620010000,493300000
API5,1.1938E+11,3446800000,3515700000,2672100000,3487800000,2226900000,2925800000,2651100000,3048000000,3280700000,2240000000,3604100000,2349200000,302870000,3597900000,3557200000,5280800000,13247000,2668500000,3364900000,5238600000,5097000000,4622800000,3386700000,4019500000,4979700000,4003400000,2092500000,3191800000,2590800000,2451000000,3306500000,2754900000,3298600000,2628300000,2833500000,1990900000,4127700000,2536100000
NMES1;C15orf48,9417200000,149810000,432460000,424610000,361970000,135530000,134100000,356440000,259710000,523180000,445480000,48947000,131680000,0,32058000,20813000,50448000,0,466070000,588960000,10550000,0,549190000,116710000,485010000,232200000,182620000,94104000,88916000,0,0,108570000,140300000,126760000,84989000,134320000,1166000000,904740000,430050000
SPRY4,3139100000,211840000,80029000,133190000,70099000,102710000,81578000,59186000,43845000,148370000,51267000,177580000,181600000,22231000,97236000,21147000,88202000,0,78014000,40704000,0,48920000,124360000,149210000,153180000,0,56024000,38220000,0,37949000,51831000,52916000,0,125100000,115080000,84664000,61815000,229780000,121190000
DPY30,60551000000,1415000000,1732100000,1543200000,1531700000,1822200000,1822500000,1252800000,1565400000,1855800000,1602000000,2175800000,1819600000,0,1690600000,1293500000,2054200000,4308200,1172900000,1804400000,2715100000,1910000000,2018200000,1520300000,2254900000,2310200000,2383700000,1183400000,1903800000,599260000,809580000,1753100000,906240000,1571400000,1289600000,2211700000,1452300000,1804700000,1795500000
TRIM9,286910000,16865000,0,0,0,0,18818000,0,0,7492200,0,25453000,15309000,0,20926000,15908000,18326000,0,0,14164000,0,0,24959000,13553000,16778000,0,0,0,0,0,0,0,0,14148000,16527000,33660000,0,0,14023000
TRIM4,2650200000,144750000,126310000,81736000,97901000,0,30111000,47297000,10643000,139630000,107700000,234280000,24754000,0,0,34537000,18661000,0,0,0,0,0,0,65594000,0,79533000,56229000,0,36613000,69632000,71534000,80342000,150000000,117470000,68974000,321500000,150520000,180360000,103600000
TRIM2,16891000000,548810000,230740000,368030000,285940000,342500000,303480000,405700000,378420000,323830000,240020000,632850000,534990000,337830000,526070000,656280000,830850000,0,396560000,738220000,1106800000,1132900000,431250000,447180000,626550000,410560000,510450000,262350000,227230000,230590000,286320000,290410000,256660000,424740000,461450000,522680000,328720000,448090000,404810000
UNK,9929900000,280250000,227990000,188490000,254040000,246270000,252960000,233430000,159570000,170460000,175850000,301290000,330140000,55518000,329240000,205030000,355180000,0,199720000,373730000,653710000,439210000,310530000,217720000,282420000,359050000,294080000,196420000,287740000,159300000,219630000,232490000,197990000,196820000,198040000,405660000,286310000,332310000,321290000
FTO,63843000000,1487700000,1239500000,1196700000,1166600000,1454400000,2052800000,1421500000,1645700000,1769600000,1796700000,1364700000,1583900000,115900000,2035700000,2546800000,2999200000,773630,1230700000,2164200000,3353900000,2828500000,1477200000,1236400000,1606000000,2044300000,2295000000,1651900000,2285800000,1787500000,1440100000,1665500000,1262100000,1518500000,1450800000,1731900000,1721400000,1803800000,1409500000
ZDHHC5,3923900000,139570000,137610000,169560000,128360000,119570000,88916000,112200000,85561000,68975000,76182000,133160000,142060000,0,92336000,65386000,116130000,0,77304000,131890000,44924000,140250000,114720000,134940000,202160000,127950000,129960000,73374000,92228000,37082000,57113000,42916000,56739000,164350000,92045000,42992000,154850000,213810000,116790000
TANGO6,970590000,29461000,87550000,23876000,16058000,35496000,28857000,17949000,13840000,41236000,26167000,27316000,38707000,0,32380000,21965000,25699000,0,21430000,44473000,15578000,19379000,26156000,31375000,28275000,12961000,19851000,15716000,15466000,8894900,13294000,21113000,13085000,24177000,34554000,26571000,34279000,54669000,22731000
TNKS1BP1,1.2613E+11,3183100000,3567100000,5756200000,4728000000,2807500000,2814000000,3810300000,2952800000,4177800000,3860900000,4425200000,3553300000,254660000,3621300000,2538400000,2635200000,0,2166200000,2861300000,3097400000,1954100000,4747700000,4034800000,4661700000,3572700000,3497000000,2621000000,3079400000,1283400000,1361100000,2360200000,1824600000,4090200000,3093200000,3833400000,6548900000,7158300000,3595600000
SEMA4C,2869400000,163500000,66292000,45042000,43173000,33914000,53283000,55511000,59402000,79790000,95695000,80728000,124860000,27855000,105540000,89043000,67772000,0,89752000,137810000,168600000,149020000,50832000,79381000,50407000,78999000,27355000,54441000,31242000,35489000,25415000,58219000,67159000,83897000,99525000,72953000,103360000,176730000,37374000
UBE2O,54120000000,1549300000,1623600000,977770000,1552700000,1687800000,1514000000,1204000000,1108200000,1309000000,865630000,1056400000,1348500000,373580000,1445900000,1035600000,2208200000,146800,836940000,1200000000,2493400000,2997700000,1705000000,1596000000,1222200000,2155000000,1586100000,1212600000,1469100000,1004400000,1392400000,1592800000,1276900000,1514900000,1483500000,1406600000,1629600000,1954400000,1529600000
TANC1,24675000000,809600000,684600000,586120000,562250000,684630000,657100000,1036800000,674510000,805430000,692530000,746780000,827930000,297540000,687220000,677020000,783220000,0,606690000,789230000,612870000,365300000,811370000,909070000,881370000,821080000,492570000,403240000,524520000,296090000,451730000,437570000,443630000,834980000,701460000,775250000,719910000,880440000,703740000
LNP,6926600000,287950000,305240000,154460000,194800000,305560000,207820000,197490000,203550000,182560000,196390000,100030000,256110000,0,196530000,146410000,168300000,0,58085000,129360000,150060000,275880000,173860000,165910000,248390000,241220000,27039000,56970000,55230000,192510000,304510000,116710000,213880000,279050000,251760000,134090000,188350000,208240000,352330000
TTYH3,3429900000,30221000,65632000,0,93838000,94188000,118710000,68776000,91062000,42724000,88731000,141370000,105920000,98802000,132190000,152920000,152600000,0,79768000,113140000,114540000,117050000,146810000,137280000,133680000,150530000,131780000,31415000,43920000,27490000,42164000,102950000,41945000,142540000,107440000,102050000,85103000,57064000,43529000
KLHL4,1487900000,0,0,65266000,58065000,0,0,17114000,15828000,0,0,14777000,16697000,14246000,81380000,69459000,20126000,0,96304000,41362000,98312000,181810000,65810000,41334000,33945000,241290000,163620000,12331000,14480000,15768000,11155000,30697000,14935000,33679000,0,0,18076000,0,0
MTMR12,13783000000,348520000,579970000,269890000,361130000,428980000,406730000,256940000,299910000,405110000,441930000,364900000,343050000,289720000,384070000,179240000,502970000,0,331340000,325790000,358550000,525810000,460810000,450590000,407100000,531580000,424810000,228470000,234670000,259360000,292650000,383780000,300590000,416580000,282140000,344680000,476740000,519750000,363660000
WDR33,18555000000,453960000,394620000,351720000,432410000,465260000,279700000,476210000,528630000,513400000,459460000,598660000,497320000,206820000,786330000,604630000,623230000,2601500,411540000,574750000,680760000,893440000,629530000,460600000,617350000,553380000,494230000,318170000,452790000,289300000,350680000,409200000,339400000,562880000,488530000,713630000,429820000,699600000,510420000
WDR12,42651000000,1607600000,1451600000,1084100000,1181900000,1295900000,1048700000,892890000,1075200000,1245700000,938880000,1310400000,1280000000,0,1412500000,1313600000,1472300000,239790,730570000,944490000,1040300000,1476200000,1483200000,1422000000,1136000000,1415100000,930700000,825150000,1186900000,828770000,1066000000,1230700000,941550000,1252700000,1209800000,1022800000,1189500000,1423600000,1283300000
TINAGL1,18187000000,9176600,976580000,2389300000,3217300000,32563000,38955000,482780000,233500000,355160000,249910000,0,28019000,0,0,11660000,148500000,0,0,0,0,0,1803700000,0,1727000000,1208700000,1207300000,946710000,1205900000,14764000,0,227690000,356790000,30262000,54107000,120200000,150430000,77438000,882740000
